date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:41:59	3271/3271	---M--	200	added ('OK%20')	application/javascript	etag:%22b3415424006f1dc740eab55be544217f%22	http://localhost:3001/assets/unity_message_bus.js	VoxLGo/localhost_3001/assets/unity_message_bus.js	(from http://localhost:3001/voxlgo)
14:42:00	5581/5581	---M--	200	added ('OK%20')	application/javascript	etag:%229426e728f170204ea8eb7eec192d5585%22	http://localhost:3001/assets/blockly_message_bus.js	VoxLGo/localhost_3001/assets/blockly_message_bus.js	(from http://localhost:3001/voxlgo)
14:42:00	602612/602612	---M--	200	added ('OK%20')	application/javascript	etag:%22910432b033a1967a833f14747e4c5de8%22	http://localhost:3001/assets/blockly/blockly_compressed.js	VoxLGo/localhost_3001/assets/blockly/blockly_compressed.js	(from http://localhost:3001/voxlgo)
14:42:00	60701/60701	---M--	200	added ('OK%20')	application/javascript	etag:%22d00e47d377ec09ed37373bb1a2befa53%22	http://localhost:3001/assets/blockly/blocks_compressed.js	VoxLGo/localhost_3001/assets/blockly/blocks_compressed.js	(from http://localhost:3001/voxlgo)
14:42:00	41126/41126	---M--	200	added ('OK%20')	application/javascript	etag:%22223c2dd843271571a6f3af78b8eb8a58%22	http://localhost:3001/assets/blockly/javascript_compressed.js	VoxLGo/localhost_3001/assets/blockly/javascript_compressed.js	(from http://localhost:3001/voxlgo)
14:42:00	34859/34859	---M--	200	added ('OK%20')	application/javascript	etag:%2229dd759742c88f1b0262bf2143f024bb%22	http://localhost:3001/assets/blockly/unityscript_compressed.js	VoxLGo/localhost_3001/assets/blockly/unityscript_compressed.js	(from http://localhost:3001/voxlgo)
14:42:01	408123/408123	---M--	200	added ('OK%20')	application/javascript	etag:%226bc548d34cfe4fa7da9d58f30c635fe3%22	http://localhost:3001/assets/blockly/apps/code/minecraft.js	VoxLGo/localhost_3001/assets/blockly/apps/code/minecraft.js	(from http://localhost:3001/voxlgo)
14:42:01	11833/11833	---M--	200	added ('OK%20')	application/javascript	etag:%225c05bd080a0565501b84b7c1819dfe48%22	http://localhost:3001/assets/blockly/apps/code/examples.js	VoxLGo/localhost_3001/assets/blockly/apps/code/examples.js	(from http://localhost:3001/voxlgo)
14:42:01	26999/26999	---M--	200	added ('OK%20')	application/javascript	etag:%2234c98c2231a426f7d7d8a729cb631673%22	http://localhost:3001/assets/blockly/apps/common.js	VoxLGo/localhost_3001/assets/blockly/apps/common.js	(from http://localhost:3001/voxlgo)
14:42:01	28500/28500	---M--	200	added ('OK%20')	application/javascript	etag:%2262a742fe7b40ec29f1050680774eb813%22	http://localhost:3001/assets/blockly/msg/js/en.js	VoxLGo/localhost_3001/assets/blockly/msg/js/en.js	(from http://localhost:3001/voxlgo)
14:42:01	605585/605585	---M--	200	added ('OK%20')	application/javascript	date:Mon,%2014%20Mar%202016%2021:33:25%20GMT	http://localhost:3001/ace-builds2/src-noconflict/ace.js	VoxLGo/localhost_3001/ace-builds2/src-noconflict/ace.js	(from http://localhost:3001/voxlgo)
14:42:02	1126/1126	---M--	200	added ('OK%20')	application/javascript	etag:%22ebd27ff4eb012e376fb263dd3fc7558a%22	http://localhost:3001/assets/unity_chat.js	VoxLGo/localhost_3001/assets/unity_chat.js	(from http://localhost:3001/voxlgo)
14:42:02	84320/84320	U-----	200	untouched ('')	text/javascript	date:Fri,%2016%20Oct%202015%2018:27:31%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/2.1.3/jquery.min.js	VoxLGo/ajax.googleapis.com/ajax/libs/jquery/2.1.3/jquery.min.js	(from http://localhost:3001/voxlgo)
14:42:02	28600254/28600254	U-----	200	untouched ('')	application/octet-stream	etag:%2219a383e7d2aa12288b26591f5caccaef%22	http://s3-us-west-1.amazonaws.com/voxel-engine/Releases/0-14/WebGL/Unzipped/VoxLAlpha/Release/VoxLAlpha.datagz	VoxLGo/s3-us-west-1.amazonaws.com/voxel-engine/Releases/0-14/WebGL/Unzipped/VoxLAlpha/Release/VoxLAlpha.datagz	(from http://localhost:3001/voxlgo)
14:42:02	28297064/28297064	U-----	200	untouched ('')	application/octet-stream	etag:%2218e1ae55deff3b6323c40c2a806efe88%22	http://s3-us-west-1.amazonaws.com/voxel-engine/Releases/0-14/WebGL/Unzipped/VoxLAlpha/Release/VoxLAlpha.jsgz	VoxLGo/s3-us-west-1.amazonaws.com/voxel-engine/Releases/0-14/WebGL/Unzipped/VoxLAlpha/Release/VoxLAlpha.jsgz	(from http://localhost:3001/voxlgo)
14:42:02	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2006%20May%202016%2018:42:02%20GMT	http://s3-us-west-1.amazonaws.com/robots.txt		(from http://localhost:3001/voxlgo)
14:42:02	1887697/1887697	U-----	200	untouched ('')	application/octet-stream	etag:%22c172ebe261eeb021f084b52f01f48cef%22	http://s3-us-west-1.amazonaws.com/voxel-engine/Releases/0-14/WebGL/Unzipped/VoxLAlpha/Release/VoxLAlpha.memgz	VoxLGo/s3-us-west-1.amazonaws.com/voxel-engine/Releases/0-14/WebGL/Unzipped/VoxLAlpha/Release/VoxLAlpha.memgz	(from http://localhost:3001/voxlgo)
14:42:03	36800/36800	U-----	200	untouched ('')	application/javascript	etag:%225326142bb0c36e13249ddc3530d0c726%22	http://s3-us-west-1.amazonaws.com/voxel-engine/Releases/0-14/WebGL/Unzipped/VoxLAlpha/Release/UnityLoader.js	VoxLGo/s3-us-west-1.amazonaws.com/voxel-engine/Releases/0-14/WebGL/Unzipped/VoxLAlpha/Release/UnityLoader.js	(from http://localhost:3001/voxlgo)
14:42:03	1997/1997	U-----	200	untouched ('OK%20')	text/css	etag:%2259bbb15fd126c93725a88465b7657f3d%22	http://localhost:3001/assets/blockly/apps/common.css	VoxLGo/localhost_3001/assets/blockly/apps/common.css	(from http://localhost:3001/voxlgo)
14:42:03	1633/1633	U-----	200	untouched ('OK%20')	text/css	etag:%22002b5f8099b973625d4789c666bf00d0%22	http://localhost:3001/assets/blockly/apps/code/style.css	VoxLGo/localhost_3001/assets/blockly/apps/code/style.css	(from http://localhost:3001/voxlgo)
14:42:03	546/546	---M--	200	added ('OK%20')	image/png	etag:%2285c42c6f2906e8155225f54f76345bca%22	http://localhost:3001/assets/blockly/apps/code/icons.png	VoxLGo/localhost_3001/assets/blockly/apps/code/icons.png	(from http://localhost:3001/assets/blockly/apps/code/style.css)
14:42:10	10334/10334	U-----	200	untouched ('')	image/png	etag:%2219a42c47b2a439f80657e8a17ce82fa5%22	https://s3-us-west-1.amazonaws.com/voxel-engine/DefaultTextures/Plank.png	VoxLGo/s3-us-west-1.amazonaws.com/voxel-engine/DefaultTextures/Plank.png	(from http://localhost:3001/voxlgo)
14:42:10	10260/10260	U-----	200	untouched ('')	image/png	etag:%2260839cac8b397f5ed5c7379e040837f9%22	https://s3-us-west-1.amazonaws.com/voxel-engine/DefaultTextures/GrassSide.png	VoxLGo/s3-us-west-1.amazonaws.com/voxel-engine/DefaultTextures/GrassSide.png	(from http://localhost:3001/voxlgo)
14:42:10	11122/11122	U-----	200	untouched ('')	image/png	etag:%228b1d2c61abdca473e783d54007607fe3%22	https://s3-us-west-1.amazonaws.com/voxel-engine/DefaultTextures/Wood.png	VoxLGo/s3-us-west-1.amazonaws.com/voxel-engine/DefaultTextures/Wood.png	(from http://localhost:3001/voxlgo)
14:42:10	10182/10182	U-----	200	untouched ('')	image/png	etag:%22b49eee05f53e6f6126bd165cd3e81139%22	https://s3-us-west-1.amazonaws.com/voxel-engine/DefaultTextures/Dirt.png	VoxLGo/s3-us-west-1.amazonaws.com/voxel-engine/DefaultTextures/Dirt.png	(from http://localhost:3001/voxlgo)
14:42:16	9576/9576	U-----	200	untouched ('')	image/png	etag:%22809b2686d4f4eb1fd48ba4e282b68f9d%22	https://s3-us-west-1.amazonaws.com/voxel-engine/DefaultTextures/PumpkinSide.png	VoxLGo/s3-us-west-1.amazonaws.com/voxel-engine/DefaultTextures/PumpkinSide.png	(from http://localhost:3001/voxlgo)
14:42:17	11187/11187	U-----	200	untouched ('')	image/png	etag:%220c1d8bf0f7b1843fe04eb0a2a684a6d0%22	https://s3-us-west-1.amazonaws.com/voxel-engine/DefaultTextures/Bookshelf.png	VoxLGo/s3-us-west-1.amazonaws.com/voxel-engine/DefaultTextures/Bookshelf.png	(from http://localhost:3001/voxlgo)
14:42:17	12125/12125	U-----	200	untouched ('')	image/png	etag:%2206429b41317a1d25324bc3ceef484e0b%22	https://s3-us-west-1.amazonaws.com/voxel-engine/DefaultTextures/CactusSide.png	VoxLGo/s3-us-west-1.amazonaws.com/voxel-engine/DefaultTextures/CactusSide.png	(from http://localhost:3001/voxlgo)
14:42:17	10341/10341	U-----	200	untouched ('')	image/png	etag:%22c63671a128d19acb3b7baa039f33aff5%22	https://s3-us-west-1.amazonaws.com/voxel-engine/DefaultTextures/JackOLantern.png	VoxLGo/s3-us-west-1.amazonaws.com/voxel-engine/DefaultTextures/JackOLantern.png	(from http://localhost:3001/voxlgo)
14:42:17	10129/10129	U-----	200	untouched ('')	image/png	etag:%22a225db71c026d007091ed474f544cf36%22	https://s3-us-west-1.amazonaws.com/voxel-engine/DefaultTextures/MelonSide.png	VoxLGo/s3-us-west-1.amazonaws.com/voxel-engine/DefaultTextures/MelonSide.png	(from http://localhost:3001/voxlgo)
